Id,Model,Age_08_04,Mfg_Month,KM,HP,cc,Quarterly_Tax,Weight,Price (Y),,,,
1312,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,4,70124,110,1600,69,1050,8750,,,,
1313,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,76,5,70039,110,1600,69,1050,7500,,,,
1314,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,80,1,69904,110,1600,85,1070,9950,,,,
1315,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,75,6,69388,86,1300,69,1010,7950,,,,
1316,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,75,6,69320,110,1600,85,1070,9950,,,,
1317,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,78,3,69000,110,1600,85,1075,9250,,,,
1318,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,73,8,68988,86,1300,69,1035,9250,,,,
1319,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,79,2,68945,110,1600,85,1085,9950,,,,
1320,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,7,68285,110,1600,69,1050,5950,,,,
1321,TOYOTA Corolla 1.6 16V LIFTBACK LINEA LUNA 4/5-Doors,76,5,68000,110,1600,85,1075,7995,,,,
1322,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,70,11,68000,86,1300,69,1045,8950,,,,
1323,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,75,6,67451,86,1300,69,1000,7450,,,,
1324,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,76,5,67266,86,1300,69,1035,8250,,,,
1325,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,78,3,67255,110,1600,85,1085,8500,,,,
1326,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,70,11,67100,110,1600,85,1075,8500,,,,
1327,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,69,12,67092,72,2000,185,1115,9400,,,,
1328,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,80,1,66880,110,1600,85,1055,7250,,,,
1329,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,79,2,66855,110,1600,85,1075,8950,,,,
1330,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,80,1,66843,110,1600,85,1075,9450,,,,
1331,TOYOTA Corolla 1.6HB 2/3-Doors,74,7,66718,110,1600,69,1050,8500,,,,
1332,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,80,1,66168,86,1300,69,1015,6750,,,,
1333,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,80,1,65950,110,1600,85,1070,7400,,,,
1334,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,78,3,65500,86,1300,69,1015,8950,,,,
1335,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,80,1,65307,110,1600,85,1055,6900,,,,
1336,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,79,2,65254,86,1300,69,1015,7750,,,,
1337,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,71,10,65021,72,2000,185,1115,8950,,,,
1338,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,75,6,65006,86,1300,69,1015,6950,,,,
1339,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,77,4,64280,110,1600,69,1035,8495,,,,
1340,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,75,6,64000,107,1600,85,1085,10000,,,,
1341,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,71,10,64000,110,1600,85,1070,6999,,,,
1342,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,80,1,64000,110,1600,85,1055,8950,,,,
1343,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,79,2,63918,110,1600,69,1035,8500,,,,
1344,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,75,6,63634,110,1600,69,1035,8750,,,,
1345,TOYOTA Corolla Hatchback 1.6 Terra Comfort 2/3-Doors,80,1,63500,110,1600,69,1050,7499,,,,
1346,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,80,1,63266,110,1600,69,1035,9000,,,,
1347,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,4,62595,110,1600,69,1050,8950,,,,
1348,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,80,1,62581,110,1600,85,1075,6950,,,,
1349,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,77,4,62285,110,1600,85,1075,8500,,,,
1350,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,77,4,61906,86,1300,85,1065,8450,,,,
1351,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,74,7,61700,110,1600,85,1070,8950,,,,
1352,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,77,4,61648,110,1600,85,1070,8250,,,,
1353,TOYOTA Corolla 1.3 16V Linea Terra Liftb 4/5-Doors,75,6,61626,86,1300,69,1035,7950,,,,
1354,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,70,11,61510,110,1600,69,1035,7450,,,,
1355,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,79,2,61165,107,1600,85,1080,9000,,,,
1356,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,70,11,61000,110,1600,69,1035,7150,,,,
1357,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,76,5,60833,110,1600,69,1035,7750,,,,
1358,TOYOTA Corolla 1.3 I LUNA 2/3-Doors,70,11,60600,86,1300,85,1060,5845,,,,
1359,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,72,9,60483,110,1600,85,1075,8500,,,,
1360,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,80,1,60476,110,1600,19,1114,8250,,,,
1361,TOYOTA Corolla 1.6 Linea Terra Comfort 2/3-Doors,79,2,60142,110,1600,69,1050,9450,,,,
1362,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,69,12,60050,110,1600,69,1050,6750,,,,
1363,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,4,60000,110,1600,69,1050,8400,,,,
1364,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,76,5,60000,110,1600,69,1050,7900,,,,
1365,TOYOTA Corolla 1.6 16V HATCHBACK LINEA LUNA 2/3-Doors,76,5,59815,110,1587,85,1055,7950,,,,
1366,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,80,1,59326,110,1600,85,1085,8750,,,,
1367,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,73,8,59240,110,1600,69,1050,9900,,,,
1368,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,71,10,59164,110,1600,69,1035,6495,,,,
1369,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,70,11,59017,107,1600,85,1080,8250,,,,
1370,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,69,12,58952,110,1600,69,1050,6900,,,,
1371,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,74,7,58454,86,1300,69,1015,7500,,,,
1372,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,75,6,58341,86,1300,69,1030,7950,,,,
1373,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,80,1,58267,110,1600,85,1070,8250,,,,
1374,TOYOTA Corolla 1.6 VVTi Linea Luna 2/3-Doors,80,1,58000,110,1600,85,1055,8950,,,,
1375,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,70,11,57829,110,1600,19,1050,9750,,,,
1376,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,80,1,57787,86,1300,69,1015,8250,,,,
1377,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,78,3,57628,110,1600,85,1075,8900,,,,
1378,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,75,6,57537,86,1300,69,1050,8950,,,,
1379,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,76,5,57263,110,1600,69,1050,6750,,,,
1380,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,75,6,57144,110,1600,85,1070,7950,,,,
1381,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,69,12,57096,86,1300,69,1025,8600,,,,
1382,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,80,1,57000,86,1300,69,1000,7750,,,,
1383,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,73,8,56566,110,1600,69,1050,7800,,,,
1384,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,73,8,56307,110,1600,69,1050,8750,,,,
1385,TOYOTA Corolla 1.3 16V Linea Terra Liftb 2/3-Doors,79,2,56214,86,1300,69,1015,9500,,,,
1386,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,74,7,56132,110,1600,69,1035,7750,,,,
1387,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,79,2,55425,110,1600,85,1075,9950,,,,
1388,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,77,4,54439,86,1300,69,1015,7750,,,,
1389,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,69,12,53809,110,1600,69,1050,5950,,,,
1390,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,76,5,53133,110,1600,85,1070,10950,,,,
1391,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,77,4,52900,110,1600,19,1075,9450,,,,
1392,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,1,52700,110,1600,69,1050,8250,,,,
1393,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,69,12,52320,110,1600,85,1070,9750,,,,
1394,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,78,3,52287,110,1600,19,1114,7450,,,,
1395,TOYOTA Corolla 1.6 LL HB 4/5-Doors,75,6,52000,110,1600,19,1075,8750,,,,
1396,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,69,12,52000,110,1600,69,1050,8750,,,,
1397,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,73,8,52000,110,1600,85,1065,8500,,,,
1398,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,70,11,51874,86,1300,69,1000,8950,,,,
1399,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,79,2,49827,86,1300,69,1035,7500,,,,
1400,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,69,12,49640,110,1600,69,1035,7250,,,,
1401,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,80,1,49580,110,1600,69,1035,7450,,,,
1402,TOYOTA Corolla 1.3 HB LINEA TERRA AUT Anders,76,5,49170,86,1300,69,1045,8750,,,,
1403,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,77,4,48838,110,1600,85,1055,9800,,,,
1404,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,71,10,48576,86,1300,69,1015,7500,,,,
1405,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,75,6,48400,110,1600,85,1075,8950,,,,
1406,TOYOTA Corolla LIFTBACK 1.3i Linea Terra Liftback 4/5-Doors,74,7,48242,86,1300,69,1035,8950,,,,
1407,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,70,11,47955,110,1600,85,1070,7450,,,,
1408,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,71,10,47633,110,1600,85,1075,8950,,,,
1409,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,78,3,47400,86,1300,69,1040,10500,,,,
1410,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,73,8,47360,86,1300,69,1010,7000,,,,
1411,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,77,4,45507,110,1600,69,1050,8500,,,,
1412,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,76,5,45410,86,1300,69,1035,7750,,,,
1413,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,70,11,44850,110,1600,69,1050,8950,,,,
1414,TOYOTA Corolla 1.6 GL LB 4/5-Doors,69,12,44826,110,1600,85,1075,8250,,,,
1415,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,80,1,44444,110,1600,69,1050,9250,,,,
1416,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,75,6,43720,110,1600,85,1070,7900,,,,
1417,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,78,3,43622,86,1300,69,1000,8500,,,,
1418,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,76,5,43532,110,1600,85,1070,7950,,,,
1419,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,69,12,42800,110,1600,69,1050,9950,,,,
1420,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,74,7,42317,107,1600,85,1100,8750,,,,
1421,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,80,1,42186,110,1600,69,1050,7500,,,,
1422,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,72,9,42000,110,1600,69,1050,6950,,,,
1423,TOYOTA Corolla 1.6 LB 4/5-Doors,79,2,40093,110,1600,19,1114,8950,,,,
1424,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,79,2,39800,107,1600,85,1080,8750,,,,
1425,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,73,8,39168,86,1300,69,1015,7750,,,,
1426,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,75,6,38945,110,1600,69,1050,8450,,,,
1427,TOYOTA Corolla 1.6 SDN LINEA TERRA AUT 4/5-Doors,76,5,36537,110,1600,85,1075,8150,,,,
1428,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,78,3,36000,86,1300,69,1045,8500,,,,
1429,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,78,3,36000,110,1600,69,1050,7600,,,,
1430,TOYOTA Corolla 1.3 HB LINEA TERRA AUT 2/3-Doors,80,1,35821,86,1300,19,1015,7950,,,,
1431,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,73,8,34717,86,1300,69,1015,7750,,,,
1432,TOYOTA Corolla 1.3 Linea Terra sedan 4/5-Doors,80,1,34000,86,1300,69,1000,7950,,,,
1433,TOYOTA Corolla 1.6 Lin.Terra Aut. 2/3-Doors,78,3,30964,110,1600,85,1080,9950,,,,
1434,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,71,10,29000,86,1300,69,1045,8950,,,,
1435,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,72,9,26000,86,1300,69,1015,8450,,,,
1436,TOYOTA Corolla 1.3 Linea Terra 4/5-Doors,78,3,24000,86,1300,85,1065,8950,,,,
1437,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,80,1,23000,86,1300,69,1015,8450,,,,
1438,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,69,12,20544,86,1300,69,1025,7500,,,,
1439,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,72,9,19000,86,1300,69,1015,10845,,,,
1440,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,71,10,17016,86,1300,69,1015,8500,,,,
1441,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,70,11,16916,86,1300,69,1015,7250,,,,
1442,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,76,5,1,110,1600,19,1114,6950,,,,
